cz90,czname,speccode,specdesc,incper,log_incper,n_incper,agi,log_agi,n_agi
"02000","Norfolk-Virginia Beach-Newport News, VA-NC","83","Hematology-Oncology",689500,13.16,30,,,
"02400","Richmond-Petersburg, VA","83","Hematology-Oncology",430700,12.77,50,,,
"03300","New Orleans, LA","83","Hematology-Oncology",325300,12.43,50,435500,12.76,50
"05202","Memphis, TN-AR-MS (2)","83","Hematology-Oncology",886400,13.31,50,1005000,13.38,50
"05600","Nashville, TN","83","Hematology-Oncology",488600,12.85,70,547700,12.93,70
"06700","Tampa-St. Petersburg-Clearwater, FL","83","Hematology-Oncology",979800,13.04,100,1114000,13.24,100
"06900","Punta Gorda-Sarasota-Bradenton, FL","83","Hematology-Oncology",1265000,13.35,40,1329000,13.49,40
"07000","Fort Lauderdale-Miami, FL","83","Hematology-Oncology",584700,12.97,150,686000,13.17,150
"07100","Fort Pierce-West Palm Beach-Boca Raton, FL","83","Hematology-Oncology",750400,13.22,50,867400,13.39,50
"07200","Fort Myers-Cape Coral-Naples, FL","83","Hematology-Oncology",1697000,13.49,30,1810000,13.79,30
"07300","Melbourne-Titusville-Palm Bay, FL","83","Hematology-Oncology",507400,12.94,20,558000,13.11,20
"07400","Orlando, FL","83","Hematology-Oncology",841400,13.26,80,,,
"07500","Daytona Beach, FL","83","Hematology-Oncology",698500,12.99,20,,,
"07600","Jacksonville, FL","83","Hematology-Oncology",650000,13.05,70,706100,13.14,70
"08100","Columbia, SC","83","Hematology-Oncology",967500,13.69,20,1106000,13.85,20
"08202","Charleston-North Charleston, SC (2)","83","Hematology-Oncology",337400,12.38,30,422400,12.58,30
"08300","Greenville, SC","83","Hematology-Oncology",722500,12.92,30,892400,13.3,30
"09100","Atlanta, GA","83","Hematology-Oncology",778700,13.16,150,901100,13.34,150
"10700","Birmingham, AL","83","Hematology-Oncology",654200,12.93,50,766100,13.21,50
"10900","Fort Walton Beach-Pensacola, FL","83","Hematology-Oncology",618600,13.15,30,672600,13.27,30
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","83","Hematology-Oncology",417400,12.74,90,525800,12.96,90
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","83","Hematology-Oncology",462100,12.74,250,,,
"11600","Detroit-Flint, MI","83","Hematology-Oncology",492000,12.61,150,611000,12.88,150
"12200","Grand Rapids-Muskegon-Holland, MI","83","Hematology-Oncology",669700,13.26,20,790800,13.47,20
"12501","Dayton-Springfield, OH (1)","83","Hematology-Oncology",560900,13.11,30,647500,13.21,30
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","83","Hematology-Oncology",556600,12.86,60,685900,13.18,60
"13101","Louisville, KY-IN (1)","83","Hematology-Oncology",587400,13.03,50,690000,13.24,50
"14200","Indianapolis, IN","83","Hematology-Oncology",600200,13.04,80,732900,13.23,80
"15200","Akron, OH","83","Hematology-Oncology",456500,12.89,100,554700,13.08,100
"15900","Columbus, OH","83","Hematology-Oncology",443100,12.78,50,490500,12.94,50
"16300","Pittsburgh, PA","83","Hematology-Oncology",760600,13.35,100,868500,13.53,100
"17700","Syracuse-Utica-Rome, NY","83","Hematology-Oncology",528700,12.83,30,524100,12.86,30
"18000","Buffalo-Niagara Falls-Rochester, NY","83","Hematology-Oncology",313700,12.51,60,380500,12.66,60
"18600","Glens Falls, NY","83","Hematology-Oncology",468200,13,40,540600,13.11,40
"19000","Allentown-Bethlehem-Easton, PA","83","Hematology-Oncology",464600,12.93,20,604100,13.16,20
"19100","Lancaster-Reading-Harrisburg-Lebanon-Carlisle, PA","83","Hematology-Oncology",529800,13.07,30,656300,13.25,30
"19200","York, PA","83","Hematology-Oncology",568900,12.83,40,680700,13.16,40
"19300","Dutchess County, NY","83","Hematology-Oncology",765500,13.36,20,821500,13.45,20
"19400","New York-Nassau-Suffolk, NY","83","Hematology-Oncology",475100,12.75,450,605700,12.96,450
"19500","Monmouth-Ocean, NJ","83","Hematology-Oncology",682700,13.1,30,764900,13.26,30
"19600","Newark-Trenton, NJ","83","Hematology-Oncology",560100,12.87,250,703700,13.18,250
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","83","Hematology-Oncology",477900,12.79,250,600500,13.04,250
"20100","Portland-Lewiston-Auburn, ME","83","Hematology-Oncology",382800,12.78,20,405900,12.84,20
"20401","Boston-Worcester-Lowell, MA-NH-Providence, RI (1)","83","Hematology-Oncology",436000,12.72,50,542800,12.94,50
"20500","Barnstable-Yarmouth, MA","83","Hematology-Oncology",404500,12.63,300,520600,12.87,300
"20600","Manchester, NH","83","Hematology-Oncology",322700,12.57,30,381200,12.8,30
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","83","Hematology-Oncology",461900,12.85,150,547800,13.04,150
"21501","Minneapolis-St. Paul, MN-WI (1)","83","Hematology-Oncology",401100,12.76,100,502900,13.01,100
"24100","Milwaukee-Waukesha, WI","83","Hematology-Oncology",451100,12.82,90,,,
"24300","Chicago, IL","83","Hematology-Oncology",447500,12.76,300,555300,12.98,300
"24701","St. Louis, MO-IL (1)","83","Hematology-Oncology",523400,12.94,60,581100,13.06,60
"27501","Des Moines, IA (1)","83","Hematology-Oncology",778400,13.48,20,811600,13.54,20
"28202","Omaha, NE-IA (2)","83","Hematology-Oncology",670500,13.2,30,754800,13.35,30
"28401","Colorado Springs, CO (1)","83","Hematology-Oncology",594300,13.16,20,681600,13.34,20
"28900","Denver-Boulder-Longmont, CO","83","Hematology-Oncology",589300,13,100,691600,13.21,100
"29502","Kansas City, MO-KS (2)","83","Hematology-Oncology",491300,12.77,70,639800,13.14,70
"30402","Tulsa, OK (2)","83","Hematology-Oncology",588200,13.13,20,608800,13.2,20
"31201","Austin-San Marcos, TX (1)","83","Hematology-Oncology",760600,13.18,40,982500,13.36,40
"31301","San Antonio, TX (1)","83","Hematology-Oncology",503600,12.74,60,631800,13.02,60
"32000","Houston-Galveston-Texas City, TX","83","Hematology-Oncology",511300,12.8,150,626800,13,150
"33000","Fort Worth-Arlington, TX","83","Hematology-Oncology",672400,13.23,30,,,
"33100","Dallas, TX","83","Hematology-Oncology",595000,13.03,100,706800,13.25,100
"33803","Oklahoma City, OK (3)","83","Hematology-Oncology",508200,12.9,50,660600,13.13,50
"34701","Honolulu, HI (1)","83","Hematology-Oncology",403200,12.66,20,515300,12.93,20
"34901","Albuquerque, NM (1)","83","Hematology-Oncology",353900,12.68,20,395400,12.81,20
"35001","Phoenix-Mesa, AZ (1)","83","Hematology-Oncology",760100,13.15,100,813900,13.21,100
"35100","Tucson, AZ","83","Hematology-Oncology",561000,12.91,30,652300,13.1,30
"36100","Salt Lake City-Ogden, UT","83","Hematology-Oncology",654500,12.89,30,720600,13.06,30
"37200","Fresno-Visalia-Tulare-Parterville, CA","83","Hematology-Oncology",487300,12.97,30,561600,13.13,30
"37400","Sacramento, CA","83","Hematology-Oncology",469400,12.8,90,548900,12.98,90
"37500","San Jose, CA","83","Hematology-Oncology",482700,12.97,80,679600,13.19,80
"37800","San Francisco-Oakland, CA","83","Hematology-Oncology",517800,12.94,150,685800,13.23,150
"37901","Las Vegas, NV-AZ (1)","83","Hematology-Oncology",564400,12.96,50,622400,13.1,50
"38000","San Diego, CA","83","Hematology-Oncology",512200,12.76,100,627500,13.05,100
"38300","Los Angeles-Long Beach, CA","83","Hematology-Oncology",671500,12.91,400,675700,13.07,400
"38601","Spokane, WA (1)","83","Hematology-Oncology",464500,12.82,20,527800,12.95,20
"38801","Portland-Vancouver, OR-WA (1)","83","Hematology-Oncology",428800,12.77,60,478600,12.92,60
"38901","Salem-Eugene-Springfield, OR (1)","83","Hematology-Oncology",753200,13.32,20,791900,13.41,20
"39400","Seattle-Tacoma-Olympia, WA","83","Hematology-Oncology",382800,12.63,200,495900,12.96,200
"00900","Charlotte, NC","84","Preventive Medicine",186700,11.79,20,224200,11.97,20
"01701","Raleigh-Durham-Chapel Hill, NC (1)","84","Preventive Medicine",216300,11.93,30,286700,12.19,30
"02000","Norfolk-Virginia Beach-Newport News, VA-NC","84","Preventive Medicine",241900,12.24,20,283000,12.41,20
"05600","Nashville, TN","84","Preventive Medicine",249900,12.32,30,277300,12.37,30
"06700","Tampa-St. Petersburg-Clearwater, FL","84","Preventive Medicine",216600,11.73,40,301700,12.23,40
"07000","Fort Lauderdale-Miami, FL","84","Preventive Medicine",208300,11.74,20,308100,12.07,20
"07100","Fort Pierce-West Palm Beach-Boca Raton, FL","84","Preventive Medicine",163200,11.54,20,255600,12,20
"07400","Orlando, FL","84","Preventive Medicine",160200,11.89,20,208700,12.11,20
"07600","Jacksonville, FL","84","Preventive Medicine",208500,11.62,20,273400,12.36,20
"08100","Columbia, SC","84","Preventive Medicine",199000,12.08,20,238100,12.23,20
"09100","Atlanta, GA","84","Preventive Medicine",231700,11.71,100,309900,12.07,100
"10900","Fort Walton Beach-Pensacola, FL","84","Preventive Medicine",162800,11.92,30,255500,12.14,30
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","84","Preventive Medicine",209000,11.99,70,,,
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","84","Preventive Medicine",219100,12.12,150,265900,12.3,150
"11600","Detroit-Flint, MI","84","Preventive Medicine",229500,11.78,50,272400,11.93,50
"12501","Dayton-Springfield, OH (1)","84","Preventive Medicine",179000,11.92,30,212600,12.11,30
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","84","Preventive Medicine",222300,12.19,30,287000,12.45,30
"14200","Indianapolis, IN","84","Preventive Medicine",219000,12.21,20,287700,12.43,20
"15200","Akron, OH","84","Preventive Medicine",181200,11.94,30,208200,12.01,30
"15900","Columbus, OH","84","Preventive Medicine",223600,12.15,20,295800,12.36,20
"16300","Pittsburgh, PA","84","Preventive Medicine",198400,11.99,30,229200,12.18,30
"18000","Buffalo-Niagara Falls-Rochester, NY","84","Preventive Medicine",183300,11.85,20,,,
"18600","Glens Falls, NY","84","Preventive Medicine",154700,11.05,20,250600,12.16,20
"19400","New York-Nassau-Suffolk, NY","84","Preventive Medicine",253100,11.68,80,374600,12.24,80
"19600","Newark-Trenton, NJ","84","Preventive Medicine",297000,12.35,50,383700,12.66,50
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","84","Preventive Medicine",563500,12.35,60,642200,12.57,60
"20500","Barnstable-Yarmouth, MA","84","Preventive Medicine",283800,12.12,60,,,
"20600","Manchester, NH","84","Preventive Medicine",149900,11.65,30,212600,12.06,30
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","84","Preventive Medicine",1455000,12.13,40,1508000,12.39,40
"21501","Minneapolis-St. Paul, MN-WI (1)","84","Preventive Medicine",205500,11.85,50,278600,12.12,50
"24100","Milwaukee-Waukesha, WI","84","Preventive Medicine",250700,12.28,30,291000,12.47,30
"24300","Chicago, IL","84","Preventive Medicine",180300,11.73,80,247000,12.08,80
"24701","St. Louis, MO-IL (1)","84","Preventive Medicine",201100,11.44,30,295300,12.49,30
"28401","Colorado Springs, CO (1)","84","Preventive Medicine",236500,12.22,40,256700,12.34,40
"28800","Fort Collins-Loveland, CO","84","Preventive Medicine",210600,12.14,20,253900,12.35,20
"28900","Denver-Boulder-Longmont, CO","84","Preventive Medicine",188900,11.98,70,231400,12.11,70
"29502","Kansas City, MO-KS (2)","84","Preventive Medicine",226400,12.17,20,286800,12.34,20
"31201","Austin-San Marcos, TX (1)","84","Preventive Medicine",154600,11.75,20,204500,12.04,20
"31301","San Antonio, TX (1)","84","Preventive Medicine",228900,12.13,70,280100,12.37,70
"32000","Houston-Galveston-Texas City, TX","84","Preventive Medicine",563000,12.36,60,642700,12.52,60
"33000","Fort Worth-Arlington, TX","84","Preventive Medicine",230400,12.22,20,233000,11.94,20
"33100","Dallas, TX","84","Preventive Medicine",335800,12.4,50,401400,12.6,50
"33803","Oklahoma City, OK (3)","84","Preventive Medicine",183200,11.99,20,214700,12.21,20
"34701","Honolulu, HI (1)","84","Preventive Medicine",267400,12.24,30,285800,12.12,30
"34901","Albuquerque, NM (1)","84","Preventive Medicine",161400,11.28,20,190100,11.97,20
"35001","Phoenix-Mesa, AZ (1)","84","Preventive Medicine",210900,11.9,40,,,
"35100","Tucson, AZ","84","Preventive Medicine",127800,11.52,20,156300,11.75,20
"36100","Salt Lake City-Ogden, UT","84","Preventive Medicine",211200,12.05,40,250400,12.25,40
"37400","Sacramento, CA","84","Preventive Medicine",229800,12.05,50,297000,12.31,50
"37500","San Jose, CA","84","Preventive Medicine",220900,12.12,30,421100,12.7,30
"37800","San Francisco-Oakland, CA","84","Preventive Medicine",284200,12.23,100,401200,12.5,100
"37901","Las Vegas, NV-AZ (1)","84","Preventive Medicine",221500,11.96,20,257600,12.11,20
"38000","San Diego, CA","84","Preventive Medicine",216600,12.12,90,282000,12.36,90
"38300","Los Angeles-Long Beach, CA","84","Preventive Medicine",285100,12.06,150,345800,12.27,150
"38801","Portland-Vancouver, OR-WA (1)","84","Preventive Medicine",189500,11.8,40,214400,12,40
"39400","Seattle-Tacoma-Olympia, WA","84","Preventive Medicine",224800,11.91,90,290800,12.33,90
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","85","Maxillofacial Surgery",323200,12.26,20,358300,12.42,20
"11600","Detroit-Flint, MI","85","Maxillofacial Surgery",509500,12.9,20,511200,12.77,20
"19400","New York-Nassau-Suffolk, NY","85","Maxillofacial Surgery",361300,12.6,20,409800,12.75,20
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","85","Maxillofacial Surgery",431600,12.71,20,500500,12.64,20
"20500","Barnstable-Yarmouth, MA","85","Maxillofacial Surgery",502700,12.76,30,634600,13.08,30
"24300","Chicago, IL","85","Maxillofacial Surgery",386300,12.28,20,,,
"32000","Houston-Galveston-Texas City, TX","85","Maxillofacial Surgery",405300,12.64,20,419300,12.67,20
"33100","Dallas, TX","85","Maxillofacial Surgery",617900,12.51,20,647400,12.58,20
"37800","San Francisco-Oakland, CA","85","Maxillofacial Surgery",571700,13,20,679800,13.22,20
"38300","Los Angeles-Long Beach, CA","85","Maxillofacial Surgery",502900,12.74,40,542800,12.84,40
"39400","Seattle-Tacoma-Olympia, WA","85","Maxillofacial Surgery",310300,11.93,20,,,
"00302","Knoxville, TN-Middlesborough, KY (2)","86","Neuropsychiatry",305100,12.47,50,337000,12.6,50
"00500","Danville, VA","86","Neuropsychiatry",323400,12.5,50,449300,12.88,50
"00900","Charlotte, NC","86","Neuropsychiatry",304800,12.45,150,358800,12.56,150
"01400","Fayetteville, NC","86","Neuropsychiatry",309000,12.53,30,378500,12.75,30
"01701","Raleigh-Durham-Chapel Hill, NC (1)","86","Neuropsychiatry",271600,12.25,200,362600,12.62,200
"02000","Norfolk-Virginia Beach-Newport News, VA-NC","86","Neuropsychiatry",304800,12.47,60,365000,12.66,60
"02400","Richmond-Petersburg, VA","86","Neuropsychiatry",273500,12.33,100,384500,12.7,100
"03300","New Orleans, LA","86","Neuropsychiatry",269100,12.18,150,339800,12.55,150
"03500","Baton Rouge, LA","86","Neuropsychiatry",306300,12.36,30,,,
"04200","Little Rock-North Little Rock, AR","86","Neuropsychiatry",341900,12.52,70,405400,12.73,70
"05202","Memphis, TN-AR-MS (2)","86","Neuropsychiatry",324100,12.53,70,417400,12.77,70
"05600","Nashville, TN","86","Neuropsychiatry",233800,11.99,150,311400,12.45,150
"06700","Tampa-St. Petersburg-Clearwater, FL","86","Neuropsychiatry",282200,12.3,200,358500,12.57,200
"06800","Lakeland-Winter Haven, FL","86","Neuropsychiatry",311900,12.47,20,336200,12.52,20
"06900","Punta Gorda-Sarasota-Bradenton, FL","86","Neuropsychiatry",252100,12.1,50,289200,12.32,50
"07000","Fort Lauderdale-Miami, FL","86","Neuropsychiatry",290900,12.29,300,,,
"07100","Fort Pierce-West Palm Beach-Boca Raton, FL","86","Neuropsychiatry",334400,12.34,100,406000,12.6,100
"07200","Fort Myers-Cape Coral-Naples, FL","86","Neuropsychiatry",423900,12.48,50,490100,12.67,50
"07300","Melbourne-Titusville-Palm Bay, FL","86","Neuropsychiatry",269100,12.26,50,,,
"07400","Orlando, FL","86","Neuropsychiatry",360500,12.52,100,422700,12.63,100
"07500","Daytona Beach, FL","86","Neuropsychiatry",187100,11.65,20,364600,12.3,20
"07600","Jacksonville, FL","86","Neuropsychiatry",275200,12.3,100,332500,12.44,100
"08100","Columbia, SC","86","Neuropsychiatry",208300,12.06,60,263300,12.26,60
"08202","Charleston-North Charleston, SC (2)","86","Neuropsychiatry",238100,12.2,90,,,
"08300","Greenville, SC","86","Neuropsychiatry",324700,12.48,50,401400,12.72,50
"09100","Atlanta, GA","86","Neuropsychiatry",301200,12.37,300,369300,12.56,300
"10700","Birmingham, AL","86","Neuropsychiatry",344200,12.28,100,439200,12.62,100
"10900","Fort Walton Beach-Pensacola, FL","86","Neuropsychiatry",327300,12.59,30,386700,12.72,30
"11001","Mobile, AL (1)","86","Neuropsychiatry",240900,12.21,30,342200,12.6,30
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","86","Neuropsychiatry",258300,12.21,350,,,
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","86","Neuropsychiatry",308400,12.35,550,,,
"11600","Detroit-Flint, MI","86","Neuropsychiatry",355900,12.27,400,454200,12.65,400
"12200","Grand Rapids-Muskegon-Holland, MI","86","Neuropsychiatry",270500,12.34,70,306700,12.37,70
"12501","Dayton-Springfield, OH (1)","86","Neuropsychiatry",315100,12.51,50,373100,12.64,50
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","86","Neuropsychiatry",280200,12.36,150,351100,12.57,150
"13101","Louisville, KY-IN (1)","86","Neuropsychiatry",289800,12.42,90,,,
"13501","Toledo, OH (1)","86","Neuropsychiatry",410100,12.56,50,463300,12.77,50
"14200","Indianapolis, IN","86","Neuropsychiatry",301300,12.34,150,401300,12.58,150
"14900","Gary, IN","86","Neuropsychiatry",317300,12.57,20,361700,12.42,20
"15200","Akron, OH","86","Neuropsychiatry",244400,12.24,250,331700,12.51,250
"15900","Columbus, OH","86","Neuropsychiatry",280300,12.34,200,365300,12.61,200
"16300","Pittsburgh, PA","86","Neuropsychiatry",287600,12.42,150,367600,12.68,150
"17700","Syracuse-Utica-Rome, NY","86","Neuropsychiatry",282700,12.34,50,351600,12.59,50
"18000","Buffalo-Niagara Falls-Rochester, NY","86","Neuropsychiatry",300300,12.35,200,368600,12.63,200
"18600","Glens Falls, NY","86","Neuropsychiatry",277400,12.39,70,327000,12.57,70
"18800","Newburgh, NY-PA-Scranton-Wilkes-Barre-Hazleton, PA","86","Neuropsychiatry",277700,12.35,40,307100,12.45,40
"19000","Allentown-Bethlehem-Easton, PA","86","Neuropsychiatry",305200,12.51,50,,,
"19100","Lancaster-Reading-Harrisburg-Lebanon-Carlisle, PA","86","Neuropsychiatry",300000,12.47,40,384600,12.68,40
"19200","York, PA","86","Neuropsychiatry",258700,12.28,80,312200,12.47,80
"19300","Dutchess County, NY","86","Neuropsychiatry",302600,12.53,60,369200,12.48,60
"19400","New York-Nassau-Suffolk, NY","86","Neuropsychiatry",322400,12.35,1300,,,
"19500","Monmouth-Ocean, NJ","86","Neuropsychiatry",297400,12.27,70,390500,12.41,70
"19600","Newark-Trenton, NJ","86","Neuropsychiatry",313500,12.37,500,406500,12.63,500
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","86","Neuropsychiatry",278100,12.31,600,,,
"20100","Portland-Lewiston-Auburn, ME","86","Neuropsychiatry",229500,12.13,60,299700,12.46,60
"20401","Boston-Worcester-Lowell, MA-NH-Providence, RI (1)","86","Neuropsychiatry",232200,12.19,150,293100,12.39,150
"20500","Barnstable-Yarmouth, MA","86","Neuropsychiatry",281400,12.3,750,390300,12.6,750
"20600","Manchester, NH","86","Neuropsychiatry",308100,12.3,70,380800,12.62,70
"20800","Springfield, MA","86","Neuropsychiatry",309200,12.46,40,364700,12.61,40
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","86","Neuropsychiatry",376800,12.36,350,481500,12.66,350
"21501","Minneapolis-St. Paul, MN-WI (1)","86","Neuropsychiatry",308400,12.38,250,404500,12.68,250
"24000","Kenosha-Racine-Janesville-Beloit, WI","86","Neuropsychiatry",247400,12.28,20,299000,12.49,20
"24100","Milwaukee-Waukesha, WI","86","Neuropsychiatry",310000,12.45,150,360600,12.5,150
"24300","Chicago, IL","86","Neuropsychiatry",301900,12.34,600,389700,12.58,600
"24701","St. Louis, MO-IL (1)","86","Neuropsychiatry",276000,12.16,200,391800,12.57,200
"27501","Des Moines, IA (1)","86","Neuropsychiatry",326600,12.48,40,407600,12.71,40
"28202","Omaha, NE-IA (2)","86","Neuropsychiatry",255900,12.07,70,350200,12.61,70
"28401","Colorado Springs, CO (1)","86","Neuropsychiatry",324600,12.21,40,399500,12.52,40
"28800","Fort Collins-Loveland, CO","86","Neuropsychiatry",280900,12.35,30,312500,12.46,30
"28900","Denver-Boulder-Longmont, CO","86","Neuropsychiatry",253600,12.16,300,325100,12.43,300
"29301","Wichita, KS (1)","86","Neuropsychiatry",250700,12.3,20,294700,12.17,20
"29502","Kansas City, MO-KS (2)","86","Neuropsychiatry",314100,12.47,150,354500,12.58,150
"30402","Tulsa, OK (2)","86","Neuropsychiatry",279000,12.27,40,526400,12.72,40
"30601","El Paso, TX-Las Cruces, NM (1)","86","Neuropsychiatry",248600,12.32,20,344600,12.57,20
"31201","Austin-San Marcos, TX (1)","86","Neuropsychiatry",284700,12.24,150,367700,12.6,150
"31301","San Antonio, TX (1)","86","Neuropsychiatry",379700,12.39,150,466600,12.68,150
"31600","Brownsville-Harlingen-San Benito, TX","86","Neuropsychiatry",344600,12.53,20,418700,12.72,20
"32000","Houston-Galveston-Texas City, TX","86","Neuropsychiatry",300900,12.31,400,423900,12.67,400
"33000","Fort Worth-Arlington, TX","86","Neuropsychiatry",322100,12.46,70,407600,12.76,70
"33100","Dallas, TX","86","Neuropsychiatry",372700,12.51,250,445000,12.71,250
"33803","Oklahoma City, OK (3)","86","Neuropsychiatry",304100,12.37,90,353200,12.52,90
"34701","Honolulu, HI (1)","86","Neuropsychiatry",255000,12.2,70,347000,12.53,70
"34901","Albuquerque, NM (1)","86","Neuropsychiatry",202300,12.01,90,,,
"35001","Phoenix-Mesa, AZ (1)","86","Neuropsychiatry",323600,12.45,300,394800,12.64,300
"35100","Tucson, AZ","86","Neuropsychiatry",225400,12.07,90,277400,12.24,90
"35801","Boise City, ID (1)","86","Neuropsychiatry",300800,12.41,30,348600,12.66,30
"36100","Salt Lake City-Ogden, UT","86","Neuropsychiatry",287100,12.32,150,371300,12.59,150
"37100","Bakersfield, CA","86","Neuropsychiatry",442500,12.77,20,475200,12.84,20
"37200","Fresno-Visalia-Tulare-Parterville, CA","86","Neuropsychiatry",280100,12.33,40,388100,12.68,40
"37400","Sacramento, CA","86","Neuropsychiatry",337100,12.48,200,413900,12.71,200
"37500","San Jose, CA","86","Neuropsychiatry",313400,12.35,200,457200,12.76,200
"37700","Santa Rosa, CA","86","Neuropsychiatry",269700,12.37,20,311200,12.51,20
"37800","San Francisco-Oakland, CA","86","Neuropsychiatry",319900,12.37,500,433900,12.64,500
"37901","Las Vegas, NV-AZ (1)","86","Neuropsychiatry",314000,12.28,90,,,
"38000","San Diego, CA","86","Neuropsychiatry",295100,12.35,250,378400,12.57,250
"38200","Santa Barbara-Santa Maria-Lompoc, CA","86","Neuropsychiatry",275800,12.35,50,327900,12.6,50
"38300","Los Angeles-Long Beach, CA","86","Neuropsychiatry",321700,12.4,900,392700,12.61,900
"38601","Spokane, WA (1)","86","Neuropsychiatry",334300,12.61,40,448700,12.85,40
"38801","Portland-Vancouver, OR-WA (1)","86","Neuropsychiatry",254500,12.25,250,320800,12.47,250
"38901","Salem-Eugene-Springfield, OR (1)","86","Neuropsychiatry",202900,11.83,50,253100,12.09,50
"39400","Seattle-Tacoma-Olympia, WA","86","Neuropsychiatry",268700,12.27,350,362600,12.6,350
"00900","Charlotte, NC","90","Medical Oncology",635600,13.22,30,756300,13.46,30
"01701","Raleigh-Durham-Chapel Hill, NC (1)","90","Medical Oncology",372100,12.56,40,508000,12.93,40
"05600","Nashville, TN","90","Medical Oncology",728100,13.27,30,795400,13.41,30
"06700","Tampa-St. Petersburg-Clearwater, FL","90","Medical Oncology",830400,13.04,30,926500,13.24,30
"07000","Fort Lauderdale-Miami, FL","90","Medical Oncology",405200,12.81,20,572100,13.2,20
"09100","Atlanta, GA","90","Medical Oncology",349000,12.63,20,394400,12.77,20
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","90","Medical Oncology",310500,12.45,90,430200,12.82,90
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","90","Medical Oncology",460600,12.72,80,630100,13.03,80
"11600","Detroit-Flint, MI","90","Medical Oncology",435400,12.83,70,536200,13.05,70
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","90","Medical Oncology",699700,13.15,20,897800,13.44,20
"15200","Akron, OH","90","Medical Oncology",325900,12.47,20,470600,12.92,20
"15900","Columbus, OH","90","Medical Oncology",367400,12.65,40,461500,12.88,40
"16300","Pittsburgh, PA","90","Medical Oncology",503100,12.98,20,581900,13.16,20
"18000","Buffalo-Niagara Falls-Rochester, NY","90","Medical Oncology",332800,12.54,30,432900,12.8,30
"19400","New York-Nassau-Suffolk, NY","90","Medical Oncology",398400,12.65,200,528600,12.88,200
"19600","Newark-Trenton, NJ","90","Medical Oncology",517200,12.82,70,647600,13.19,70
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","90","Medical Oncology",461200,12.7,100,652700,13.11,100
"20500","Barnstable-Yarmouth, MA","90","Medical Oncology",548000,12.89,200,674300,13.1,200
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","90","Medical Oncology",830400,13.11,50,1052000,13.3,50
"21501","Minneapolis-St. Paul, MN-WI (1)","90","Medical Oncology",419000,12.79,20,475600,12.9,20
"24300","Chicago, IL","90","Medical Oncology",476000,12.85,70,,,
"24701","St. Louis, MO-IL (1)","90","Medical Oncology",356600,12.59,70,441800,12.71,70
"28900","Denver-Boulder-Longmont, CO","90","Medical Oncology",259800,12.31,30,369100,12.74,30
"29502","Kansas City, MO-KS (2)","90","Medical Oncology",501200,12.98,20,539700,13.05,20
"31201","Austin-San Marcos, TX (1)","90","Medical Oncology",642400,12.97,20,730400,13.16,20
"31301","San Antonio, TX (1)","90","Medical Oncology",673000,13.11,20,816700,13.32,20
"32000","Houston-Galveston-Texas City, TX","90","Medical Oncology",491600,12.74,150,647100,13.02,150
"33100","Dallas, TX","90","Medical Oncology",1095000,13.41,60,1330000,13.54,60
"35001","Phoenix-Mesa, AZ (1)","90","Medical Oncology",744900,13.38,30,862400,13.55,30
"36100","Salt Lake City-Ogden, UT","90","Medical Oncology",444500,12.9,30,526100,13.09,30
"37500","San Jose, CA","90","Medical Oncology",426500,12.22,20,660200,13.19,20
"37800","San Francisco-Oakland, CA","90","Medical Oncology",457800,12.85,70,,,
"38300","Los Angeles-Long Beach, CA","90","Medical Oncology",565100,12.76,100,,,
"38801","Portland-Vancouver, OR-WA (1)","90","Medical Oncology",402800,12.53,50,440000,12.8,50
"39400","Seattle-Tacoma-Olympia, WA","90","Medical Oncology",477600,12.83,90,548600,12.98,90
"05600","Nashville, TN","91","Surgical Oncology",405300,12.69,20,449400,12.87,20
"07000","Fort Lauderdale-Miami, FL","91","Surgical Oncology",461000,12.96,30,600300,13.11,30
"09100","Atlanta, GA","91","Surgical Oncology",446900,12.89,20,448100,12.37,20
